customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
5082-PPEW,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,57.45,1642.91
9361-NVNM,Male,1,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),94.98,4325.13
9045-OMSC,Female,0,Yes,No,31,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,70.53,1971.7
6972-FMJW,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,87.89,2942.49
8780-URTQ,Male,0,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,78.15,3775.57
5197-XRNF,Female,0,Yes,No,27,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,68.62,1813.98
9780-WKEZ,Female,0,No,No,53,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.3,3706.83
9959-LXIP,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.66,2303.19
3866-FXWW,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,111.02,2927.69
3296-BNUM,Female,0,No,No,19,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),51.49,964.82
3954-RHSW,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.81,2203.32
5470-TFDY,Female,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,94.11,2107.12
9479-WZEE,Male,0,No,No,12,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.51,881.12
9252-SEOI,Male,0,No,Yes,17,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),86.91,1343.57
3649-THOF,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.07,3904.07
1946-RNNF,Male,1,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,92.39,3086.81
3335-ROBH,Female,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.81,74.18
1091-SERP,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.7,328.22
4742-HYPH,Male,1,No,No,2,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,107.04,202.71
2577-MTMZ,Male,0,Yes,Yes,7,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),75.19,530.81
7873-QBAS,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,85.1,2228.79
1008-UGEB,Male,0,Yes,Yes,52,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.36,4603.48
5410-FDRY,Male,1,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.34,96.22
3180-YRTV,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.75,3562.44
6540-DBVL,Female,0,Yes,No,43,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),69.35,3072.4
8358-FUQT,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,71.41,625.33
9355-CFRA,Female,0,No,Yes,13,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.68,1006.15
7823-DTDG,Female,0,No,No,40,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,88.38,3329.96
8069-VKVJ,Male,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,94.15,5407.67
5641-LVVX,Female,0,No,No,34,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),91.68,2863.69
1172-NUJA,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.79,1708.52
1558-BWRS,Male,1,No,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),67.38,437.81
1413-ZSEP,Male,1,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.47,118.44
2990-AYZG,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),110.02,821.25
5125-WGXA,Female,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),97.7,
1066-KJFF,Female,0,No,Yes,5,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.14,380.07
3654-UMCQ,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.25,322.65
1760-ACFE,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.93,551.09
4759-VCRU,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.72,5331.09
1383-MCDS,Female,1,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.64,2325.0
6675-CZHF,Male,0,No,No,25,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,75.24,1789.67
3985-SQLQ,Male,0,No,No,5,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.74,324.29
5185-YFPL,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.69,1600.35
7610-OUCA,Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,82.1,3859.32
2015-XTBP,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),76.22,1380.33
2193-LAUA,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,91.68,3278.2
1154-LFYX,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),104.26,707.93
9776-LKPC,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.84,2281.12
3655-ISIK,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.31,1881.74
2680-GYVI,Female,0,No,Yes,38,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.02,3376.32
5592-YOOS,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.35,2865.88
3154-DQGP,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.75,201.95
7617-MIJP,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.72,1851.12
5742-GJAL,Female,0,No,Yes,0,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),66.42,
6713-HLYR,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),102.16,1066.15
6776-LRTH,Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,79.51,973.32
3735-XYVQ,Female,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.17,137.08
7494-QDHZ,Male,1,No,Yes,1,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,77.6,74.88
8462-SDVZ,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,86.38,1759.18
5108-LVGX,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.7,737.45
3492-FIUR,Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),84.06,2842.1
7216-CZJV,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.3,1459.1
6604-BRFQ,Male,1,No,No,11,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,83.59,852.18
1800-EYBB,Female,0,No,No,8,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.97,609.07
4027-FRWS,Male,1,No,No,13,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),77.74,983.79
4269-PFWR,Female,1,No,Yes,27,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),88.37,2385.9
2912-FFJC,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),104.6,304.33
4382-NLWV,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,89.14,1831.97
9529-UZKY,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.59,841.12
6264-ALYI,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,101.33,594.41
5206-RKFI,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.78,2316.75
5074-ACJY,Male,1,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.3,928.9
7275-GYQA,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,108.62,568.23
5491-YFFP,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.14,697.65
7717-SDDV,Male,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,88.67,4428.15
3456-LRVN,Female,0,Yes,No,26,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,65.88,1570.91
9297-ZLGA,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,112.53,5002.89
2552-UYYM,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.98,2814.77
3531-XFNS,Male,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,89.05,1776.47
2242-DGDP,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.79,2700.84
2910-DOXO,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,78.7,1017.12
9849-KQKQ,Male,0,No,No,42,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.25,3582.49
1646-IVZS,Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.54,2061.88
1372-FXYD,Male,0,Yes,Yes,66,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,80.04,5101.79
3887-LGGC,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,106.7,1446.96
2127-NNOV,Male,1,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,69.08,1060.97
8812-QJFI,Female,1,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,100.71,5198.65
9452-EBIE,Female,0,No,Yes,48,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.31,3244.53
9934-KZOT,Male,1,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,112.95,443.25
8155-MWTZ,Male,1,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.12,1112.38
1734-AKLV,Female,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,96.95,5397.62
5497-QFCK,Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,98.66,1421.56
3739-BUCK,Male,1,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),92.1,995.56
4784-MMNW,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,92.04,2823.39
5769-SOTI,Male,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),86.06,3267.96
9373-GQDV,Female,1,No,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,87.13,1170.58
9579-YDAD,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,74.87,1870.81
3037-CBZS,Female,1,Yes,No,42,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.01,3649.38
2203-NZKI,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.53,726.5
1963-DWWU,Female,1,No,No,23,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),70.02,1576.17
5575-LNGI,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.79,3328.38
3725-AAXC,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,94.99,463.9
7204-EDPB,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.14,1254.38
8965-DALG,Female,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.47,464.73
8394-ZKPS,Female,1,No,No,25,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.45,1894.95
6370-VHJM,Female,0,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.16,482.26
8344-IYSX,Female,1,No,Yes,63,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.66,4843.31
4793-PMHK,Female,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.4,211.26
1975-CCCF,Female,0,No,Yes,32,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.73,2383.87
9530-RTFT,Female,0,No,No,25,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.17,1608.9
1280-JUVY,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.69,2951.25
5366-KXGI,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,96.5,884.84
8771-MCUG,Male,0,No,No,29,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.59,2186.55
6932-UMHC,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.04,2813.0
3998-FYTD,Male,0,No,No,35,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.95,2862.51
1501-HPHG,Male,1,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.14,3153.25
3884-WIDT,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,75.47,2079.35
6893-PFQJ,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.6,23.04
5116-IGOR,Male,0,No,No,19,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),58.38,996.25
9736-QCQF,Male,0,No,No,18,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.4,1271.5
8964-QZRC,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,87.71,1362.64
9473-ZZWK,Female,1,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,99.73,1017.59
7891-IAHM,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.19,1705.57
5626-USMZ,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,94.2,442.4
6490-RUXW,Male,0,No,No,39,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.69,2539.54
6811-GGQQ,Male,0,No,Yes,41,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,95.15,4018.61
8233-QKZW,Male,0,No,Yes,60,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),78.61,4518.03
2015-DRJU,Female,0,No,Yes,45,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.78,4244.59
4976-JOYK,Female,0,No,No,34,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.49,2443.37
6737-NKUH,Male,0,Yes,No,29,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,71.42,1923.77
3740-RAZL,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.18,272.38
7456-RZFO,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.39,909.07
6816-GVEL,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.74,2968.91
9839-WDPJ,Male,0,No,Yes,21,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),85.84,1739.9
6220-NQRH,Female,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),94.27,581.95
3384-ISRF,Female,0,No,No,72,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.33,5143.57
4757-UGVN,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,1289.29
7354-EHAK,Male,0,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.76,4069.87
7224-MPIX,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),94.27,1360.31
4742-LOQW,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,84.45,1910.53
7536-SGZN,Male,0,Yes,Yes,27,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.88,1880.12
7415-UMSQ,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.89,636.68
3882-VZXZ,Female,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.67,688.9
8238-ROFJ,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.15,3974.01
6186-NVQS,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.83,1113.88
3720-GHGJ,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.8,2257.43
5934-JAAT,Female,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.77,1702.51
6849-MJOU,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.64,789.04
9237-RPIN,Female,0,No,Yes,24,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.37,1380.31
1109-RNRS,Female,0,Yes,No,15,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,70.37,1006.41
3188-FIVF,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),89.84,2121.8
1695-ZJCM,Male,1,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,91.35,641.72
3757-OBJX,Male,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),68.96,2544.25
4698-GBXL,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.99,4786.19
5755-XYZU,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.35,741.38
2582-LPTV,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.05,653.13
4982-KYBN,Female,0,No,Yes,0,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.83,
7306-NWMB,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.0,209.97
9655-MGGK,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,92.69,703.77
1919-EDYI,Male,0,No,Yes,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,90.42,2308.9
3197-ZTBO,Female,0,No,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,95.46,3608.97
7660-YLVP,Male,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.21,4301.03
7601-EPEZ,Male,0,Yes,No,41,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,69.01,2786.62
4805-ZQVQ,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,96.52,2303.28
3068-MBOM,Male,0,No,No,11,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,77.62,862.76
5513-UFPO,Male,0,No,Yes,38,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,67.27,2450.54
5697-PNUQ,Female,0,No,No,33,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,64.09,2194.31
6237-RTII,Male,0,Yes,No,21,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,78.0,1609.59
7928-ULOP,Female,0,No,No,20,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,84.53,1643.93
7576-VWJM,Male,0,No,Yes,7,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),55.3,366.32
8850-XANB,Female,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,81.09,3036.57
4981-LPSP,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),95.66,3364.64
5282-OILR,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.3,
8381-YGLF,Female,0,No,No,35,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,63.11,1982.25
7376-SGZO,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.99,1805.5
3072-DJMG,Female,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,107.76,881.84
2855-VPXI,Female,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,74.32,2776.28
6102-BULV,Male,1,Yes,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.02,5193.61
9776-GNMT,Female,0,Yes,No,1,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,76.37,79.66
5504-MSUW,Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.49,1071.21
